"ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","GeoLevel","Comparison"
"37","North Carolina","NC","37139","Pasquotank County","37139","Pasquotank County, North Carolina","226.877496220418","40454","0","17445","42","15422","326","7938","895","1093","304","4541","531","2867","489","4163","622","7139","82","8737","32","5866","463","1134","231","426","261","18734","159","793","224","2474","370","80","72","952","172","2337","47","21.1","2.4","5.8","1.6","29.4","3.4","10.3","1.7","10.7","1.6","17.6","0.2","21.6","0.1","15.1","1.2","7.3","1.5","1.1","0.7","46.3","0.4","4.5","1.3","14.2","2.1","0.6","0.5","6.2","1.1","5.8","0.1","0.2323","0.6061","0.8485","0.3232","0.4141","2.4242","0.5051","0.2626","0.6263","0.2828","0.6869","0.404","2.2626","0.3333","0.7475","0.7475","0.7475","0.7576","0.2929","0.0404","0.6364","0.8586","2.5859","0.5859","8.0202","0.5253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42012","1958","339","14213","314","2501","0","544","80","58","40","28","33","1290","373","100","107","12.7","2.2","35.1","0.8","6.2","0.0","1.3","0.2","0.1","0.1","0.1","0.1","3.2","0.9","0.2","0.3","County","State"
"37","North Carolina","NC","37141","Pender County","37141","Pender County, North Carolina","871.295287172822","61592","0","30283","38","23258","435","11342","1204","1904","432","5009","537","4256","478","5569","842","11090","116","13603","0","9605","779","1168","263","662","248","15984","459","993","254","6947","595","558","162","719","192","1196","64","18.8","2.0","6.4","1.5","21.5","2.3","9.8","1.1","9.3","1.4","18.0","0.2","22.1","0.0","16.0","1.3","5.0","1.1","1.1","0.4","26.0","0.7","3.3","0.8","22.9","2.0","2.4","0.7","3.1","0.8","1.9","0.1","0.1414","0.7172","0.3131","0.2525","0.1919","1.6161","0.2222","0.2929","0.7172","0.3838","0.2323","0.404","2.0302","0.1717","0.3939","0.3939","0.3939","0.6263","0.6768","0.6162","0.0808","0.4848","2.4849","0.4747","6.5251","0.3131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44824","3118","391","8169","359","4804","0","318","81","95","45","18","30","2414","543","166","112","13.4","1.7","13.3","0.6","7.8","0.0","0.5","0.1","0.2","0.1","0.0","0.1","3.9","0.9","0.3","0.2","County","State"
"37","North Carolina","NC","37143","Perquimans County","37143","Perquimans County, North Carolina","247.17245402596","13053","0","6906","162","5568","248","2912","460","272","206","1387","256","1338","294","1388","545","3662","57","2428","176","2724","357","379","158","23","82","3844","177","110","51","1698","308","78","78","223","84","94","7","22.5","3.6","5.0","3.8","24.9","4.5","13.6","3.3","10.7","4.2","28.1","0.4","18.6","1.3","20.9","2.7","6.8","2.8","0.2","0.7","29.4","1.4","1.6","0.7","24.6","4.4","1.4","1.4","4.0","1.5","0.7","0.1","0.3131","0.3636","0.5758","0.596","0.4141","2.2626","0.4343","0.9293","0.2929","0.9192","0.5657","0.0404","2.7475","0.7273","0.4545","0.4545","0.4545","0.2929","0.8182","0.2121","0.2121","0.0404","1.5757","0.101","7.0403","0.3737","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","2","9699","1035","182","2978","117","415","0","55","61","1","3","2","2","391","225","2","10","18.6","3.2","22.8","0.9","3.2","0.0","0.4","0.5","0.0","0.1","0.0","0.1","3.0","1.7","0.0","0.1","County","State"
"37","North Carolina","NC","37145","Person County","37145","Person County, North Carolina","392.33943533878","39131","0","18372","31","16139","456","9615","1134","727","248","3947","520","3235","465","3268","601","7960","88","8043","47","7817","814","986","255","152","152","13449","82","194","108","3602","489","262","133","843","300","486","19","24.8","2.9","3.7","1.2","24.5","3.1","11.6","1.7","8.4","1.6","20.3","0.2","20.6","0.1","20.2","2.1","6.1","1.6","0.4","0.4","34.4","0.2","1.1","0.6","19.6","2.7","1.6","0.8","5.2","1.8","1.2","0.0","0.4545","0.0808","0.5556","0.4141","0.0808","1.5858","0.1919","0.4848","0.5152","0.8687","0.4343","0.0909","2.3939","0.4141","0.5152","0.5152","0.5152","0.1919","0.5556","0.303","0.4949","0.2222","1.7676","0.1919","6.2625","0.2727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28711","2435","410","9987","317","1911","0","174","46","31","26","4","5","1313","345","29","45","15.1","2.5","25.5","0.8","4.9","0.0","0.4","0.1","0.1","0.1","0.0","0.1","3.4","0.9","0.1","0.1","County","State"
"37","North Carolina","NC","37147","Pitt County","37147","Pitt County, North Carolina","652.365728421748","171196","0","80763","107","72153","850","49280","2451","6537","775","22092","1504","10321","968","17206","1453","24072","161","36337","0","25065","1231","6598","714","2317","469","80293","289","12094","980","8790","845","1490","364","6605","811","6447","150","29.9","1.5","7.5","0.9","30.6","2.1","9.8","0.9","10.1","0.9","14.1","0.1","21.2","0.0","14.8","0.7","9.2","1.0","1.4","0.3","46.9","0.2","15.0","1.2","10.9","1.0","2.0","0.5","9.2","1.1","3.8","0.1","0.7172","0.8485","0.9293","0.2525","0.2929","3.0404","0.6869","0.101","0.5758","0.2222","0.899","0.5253","2.3233","0.3535","0.7576","0.7576","0.7576","0.9495","0.1313","0.4747","0.899","0.7576","3.2121","0.8485","9.3334","0.7374","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","176406","10381","866","59964","608","11540","0","2950","326","281","99","62","98","5098","711","398","238","14.4","1.2","35.0","0.4","6.7","0.0","1.7","0.2","0.2","0.1","0.0","0.1","3.0","0.4","0.2","0.1","County","State"
"37","North Carolina","NC","37149","Polk County","37149","Polk County, North Carolina","237.686832136844","19538","0","10881","25","8541","238","3764","554","381","109","1713","237","1109","230","1911","393","6186","75","3070","13","3478","371","296","132","173","119","2824","314","395","91","1384","270","171","90","313","98","335","11","19.6","2.9","4.3","1.2","20.1","2.7","7.2","1.5","9.9","2.0","31.7","0.4","15.7","0.1","18.1","1.9","3.5","1.5","0.9","0.6","14.5","1.6","3.6","0.8","12.7","2.5","2.0","1.1","3.7","1.2","1.7","0.1","0.1717","0.1616","0.1313","0.0606","0.2525","0.7777","0.0404","0.9798","0.0505","0.6566","0.0606","0.3131","2.0606","0.1818","0.1919","0.1919","0.1919","0.6667","0.202","0.4747","0.1515","0.4141","1.909","0.2121","4.9392","0.0606","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","15821","1621","208","948","127","1162","0","40","33","26","22","0","21","334","135","314","305","19.0","2.4","4.9","0.7","5.9","0.0","0.2","0.2","0.1","0.1","0.0","0.2","1.7","0.7","1.6","1.6","County","State"
"37","North Carolina","NC","37151","Randolph County","37151","Randolph County, North Carolina","782.315407902574","144403","0","62249","59","55894","649","36049","2225","2743","431","11965","840","16066","1330","18532","1489","25926","100","32055","0","24649","1323","3151","426","3520","520","32574","207","1784","379","12595","955","1291","333","2056","374","1529","36","25.3","1.6","3.9","0.6","21.4","1.5","16.0","1.3","12.9","1.0","18.0","0.1","22.2","0.0","17.2","0.9","5.6","0.8","2.6","0.4","22.6","0.1","2.9","0.6","20.2","1.5","2.3","0.6","3.7","0.7","1.1","0.0","0.5051","0.101","0.2828","0.7677","0.8182","2.4748","0.5253","0.2929","0.7374","0.5455","0.3535","0.8586","2.7879","0.7475","0.3535","0.3535","0.3535","0.5657","0.5657","0.596","0.1515","0.1919","2.0708","0.303","7.687","0.4747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126300","8028","672","7976","539","17837","0","1714","274","192","76","39","50","4585","655","231","164","14.4","1.2","5.5","0.4","12.4","0.0","1.2","0.2","0.1","0.1","0.0","0.1","3.2","0.5","0.2","0.1","County","State"
"37","North Carolina","NC","37153","Richmond County","37153","Richmond County, North Carolina","473.689054143244","43149","0","19768","98","16605","497","15373","1321","1901","512","5002","571","5073","649","4322","582","7727","121","10043","117","6803","745","1856","342","418","201","19161","31","477","177","4055","529","624","213","1781","360","1265","35","36.7","3.2","9.6","2.5","30.1","3.3","17.3","2.2","10.3","1.4","17.9","0.3","23.3","0.3","16.2","1.8","11.2","2.0","1.0","0.5","44.4","0.1","2.4","0.9","20.5","2.7","3.7","1.3","10.7","2.1","2.9","0.1","0.9394","0.9596","0.899","0.8384","0.3434","3.9798","0.899","0.2828","0.8485","0.404","0.9899","0.3434","2.8686","0.798","0.7172","0.7172","0.7172","0.4747","0.5859","0.9394","0.9697","0.6465","3.6162","0.9596","11.1818","0.9394","1","1","0","0","0","2","0","0","0","1","0","1","0","0","0","0","1","1","0","2","5","42074","3319","391","13707","312","3085","0","302","152","1004","197","0","29","977","411","86","114","20.0","2.3","31.8","0.7","7.1","0.0","0.7","0.4","2.3","0.5","0.0","0.1","2.3","1.0","0.2","0.3","County","State"
"37","North Carolina","NC","37155","Robeson County","37155","Robeson County, North Carolina","947.294277820248","117573","0","48811","67","42509","292","47830","1612","2959","448","11182","551","16429","661","16784","884","18433","69","29302","0","19730","722","4432","374","2389","333","89046","104","975","205","18245","606","1788","219","3413","341","3551","82","41.9","1.4","6.4","1.0","26.3","1.3","21.6","0.9","14.5","0.8","15.7","0.1","24.9","0.0","17.0","0.6","10.4","0.9","2.2","0.3","75.7","0.1","2.0","0.4","37.4","1.2","4.2","0.5","8.0","0.8","3.0","0.1","1.0","0.7172","0.6465","0.9798","0.899","4.2425","0.9697","0.1313","0.9394","0.5051","0.9495","0.7778","3.3031","0.9394","1.0","1.0","1.0","0.3737","0.9798","0.9798","0.8384","0.6768","3.8485","0.9798","12.3941","0.9899","1","0","0","1","0","2","0","1","0","1","0","2","1","1","0","1","1","0","0","2","7","112636","12570","516","27608","226","11005","0","745","98","46786","374","38","37","2624","438","240","121","29.6","1.2","23.5","0.2","9.4","0.0","0.6","0.1","39.8","0.3","0.0","0.1","2.2","0.4","0.2","0.1","County","State"
"37","North Carolina","NC","37157","Rockingham County","37157","Rockingham County, North Carolina","565.641959354202","91209","0","43586","55","38710","506","25443","1705","2733","442","9492","884","10805","835","8976","791","18961","164","18317","121","15830","939","2608","396","1184","288","26348","346","2175","387","7622","723","617","206","2722","426","1388","32","28.5","1.9","6.5","1.1","24.5","2.3","16.4","1.3","10.0","0.9","20.8","0.2","20.1","0.1","17.6","1.0","6.8","1.0","1.4","0.3","28.9","0.4","5.0","0.9","17.5","1.7","1.6","0.5","7.0","1.1","1.5","0.0","0.6667","0.798","0.5556","0.8081","0.2727","3.1011","0.7374","0.5758","0.4444","0.6162","0.5657","0.5253","2.7274","0.7071","0.4343","0.4343","0.4343","0.798","0.4646","0.303","0.7475","0.3232","2.6363","0.6263","8.8991","0.6869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76630","8771","786","15888","557","5910","0","506","174","114","57","157","129","3326","555","447","309","22.7","2.0","17.4","0.6","6.5","0.0","0.6","0.2","0.1","0.1","0.2","0.1","3.6","0.6","0.5","0.3","County","State"
"37","North Carolina","NC","37159","Rowan County","37159","Rowan County, North Carolina","511.609282919408","147067","0","63508","100","56618","605","37260","2606","4483","586","12824","1015","12782","1124","15654","1325","26035","193","32377","0","22410","1251","3733","513","3400","619","43598","381","2327","400","10874","964","1540","400","3355","530","4344","124","26.1","1.8","6.3","0.8","22.7","1.8","12.6","1.1","10.8","0.9","17.7","0.1","22.0","0.0","15.5","0.9","6.6","0.9","2.4","0.4","29.6","0.3","3.7","0.6","17.1","1.5","2.8","0.7","5.9","0.9","3.0","0.1","0.5758","0.697","0.3737","0.4848","0.4343","2.5656","0.5657","0.2727","0.697","0.3333","0.5253","0.8182","2.6465","0.6566","0.4646","0.4646","0.4646","0.6869","0.4242","0.7879","0.6061","0.6768","3.1819","0.8283","8.8586","0.6667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135022","7090","708","23165","603","14375","0","1570","174","169","73","17","22","4108","659","194","154","12.5","1.2","15.8","0.4","9.8","0.0","1.1","0.1","0.1","0.1","0.0","0.1","2.8","0.4","0.1","0.1","County","State"
"37","North Carolina","NC","37161","Rutherford County","37161","Rutherford County, North Carolina","565.436830311438","64680","0","32640","41","26273","539","19036","1681","1700","350","5395","545","6582","765","7573","863","14044","96","13072","0","13472","904","1816","295","401","184","11697","235","424","155","5956","520","818","270","1587","321","1282","17","30.0","2.6","6.0","1.2","20.5","2.0","14.1","1.6","11.9","1.4","21.7","0.1","20.2","0.0","21.2","1.4","6.9","1.1","0.7","0.3","18.1","0.4","1.3","0.5","18.2","1.6","3.1","1.0","6.0","1.2","2.0","0.0","0.7374","0.6566","0.1919","0.6364","0.697","2.9193","0.6263","0.6465","0.4545","0.9596","0.5859","0.2323","2.8788","0.8081","0.2828","0.2828","0.2828","0.2323","0.4949","0.8788","0.6263","0.5051","2.7374","0.6566","8.8183","0.6566","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","61515","5072","577","5585","391","3250","0","351","70","95","58","6","10","2098","416","312","231","19.3","2.1","8.6","0.6","5.0","0.0","0.5","0.1","0.1","0.1","0.0","0.1","3.2","0.6","0.5","0.4","County","State"
"37","North Carolina","NC","37163","Sampson County","37163","Sampson County, North Carolina","945.929257442672","59317","0","25685","43","21395","434","18558","1326","1509","299","5184","568","6911","554","9198","950","10735","113","14375","0","8229","536","1383","285","2509","472","29796","88","612","112","9080","516","884","250","1099","230","1289","24","31.9","2.3","5.7","1.2","24.2","2.6","17.4","1.4","15.8","1.6","18.1","0.2","24.2","0.0","14.1","0.9","6.4","1.3","4.5","0.8","50.2","0.1","2.4","0.4","35.4","2.0","4.1","1.2","5.1","1.1","2.2","0.0","0.8081","0.5859","0.5051","0.8485","0.9596","3.7072","0.8384","0.3232","0.9192","0.1919","0.4949","0.9596","2.8888","0.8182","0.798","0.798","0.798","0.4747","0.9697","0.9697","0.4747","0.5455","3.4343","0.9293","10.8283","0.9091","0","0","0","0","1","1","0","1","0","0","1","2","0","0","0","1","1","0","0","2","5","50812","4748","407","14842","238","12462","0","328","62","854","148","0","32","1203","297","107","88","22.2","1.8","25.0","0.4","21.0","0.0","0.6","0.1","1.4","0.2","0.0","0.1","2.0","0.5","0.2","0.1","County","State"
"37","North Carolina","NC","37165","Scotland County","37165","Scotland County, North Carolina","319.140324734572","34222","0","14422","72","12224","202","12865","775","1528","284","3449","329","4118","410","3996","432","6164","35","7762","0","5436","449","1286","194","230","145","20108","71","301","83","3959","239","648","139","1401","191","2174","104","40.2","2.4","10.8","1.9","28.2","2.7","17.8","1.8","12.3","1.3","18.0","0.1","22.7","0.0","16.7","1.4","10.6","1.6","0.7","0.5","58.8","0.2","2.1","0.6","27.5","1.7","5.3","1.1","11.5","1.5","6.4","0.3","0.9899","0.9899","0.7677","0.8788","0.7475","4.3738","0.9899","0.2929","0.798","0.4646","0.9596","0.2323","2.7474","0.7172","0.899","0.899","0.899","0.4141","0.8687","1.0","0.9899","0.8687","4.1414","1.0","12.1616","0.9798","1","1","0","0","0","2","0","0","0","1","0","1","0","0","0","0","1","1","0","2","5","36629","2494","238","13330","334","1234","0","137","96","3926","168","0","29","1301","388","180","146","20.4","2.0","39.0","1.0","3.6","0.0","0.4","0.3","11.5","0.5","0.0","0.1","3.8","1.1","0.5","0.4","County","State"
"37","North Carolina","NC","37167","Stanly County","37167","Stanly County, North Carolina","395.078888102386","62723","0","27802","57","23773","387","14530","1276","1304","320","5082","488","6180","607","6877","701","11851","107","13486","0","10505","900","1534","256","845","282","12702","265","154","74","3109","363","666","189","1280","330","2117","67","23.9","2.1","4.3","1.1","21.4","2.0","14.0","1.4","11.2","1.1","18.9","0.2","21.5","0.0","17.1","1.5","6.5","1.1","1.4","0.5","20.3","0.4","0.6","0.3","11.2","1.3","2.8","0.8","5.4","1.4","3.4","0.1","0.3838","0.1616","0.2828","0.6162","0.5253","1.9697","0.3434","0.404","0.6061","0.5152","0.5152","0.5253","2.5658","0.6061","0.3131","0.3131","0.3131","0.0808","0.1414","0.7879","0.5253","0.7172","2.2526","0.3737","7.1012","0.3838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54766","3277","489","7030","253","2995","0","1181","87","26","24","0","32","1467","338","3","4","13.8","2.1","11.2","0.4","4.8","0.0","1.9","0.1","0.0","0.1","0.0","0.1","2.3","0.5","0.0","0.1","County","State"
"37","North Carolina","NC","37169","Stokes County","37169","Stokes County, North Carolina","449.344566283324","44696","0","21285","50","18993","387","9646","1206","1110","297","4022","566","4130","608","3809","679","9775","122","8286","32","8761","839","1128","301","85","125","4578","253","197","106","5033","610","482","307","527","165","542","14","21.9","2.7","5.3","1.5","21.2","2.9","12.5","1.8","8.6","1.5","21.9","0.3","18.5","0.1","19.8","1.9","6.0","1.6","0.2","0.3","10.2","0.6","1.0","0.5","23.6","2.9","2.6","1.6","2.8","0.9","1.2","0.0","0.2828","0.4848","0.2424","0.4747","0.101","1.5857","0.1818","0.6566","0.2626","0.8283","0.4141","0.0404","2.202","0.2424","0.0808","0.0808","0.0808","0.1717","0.7576","0.7374","0.0606","0.2222","1.9495","0.2222","5.818","0.1818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29988","3503","580","1943","218","1603","0","19","29","113","78","0","29","681","235","219","249","18.4","3.0","4.3","0.5","3.6","0.0","0.0","0.1","0.3","0.2","0.0","0.1","1.5","0.5","0.5","0.6","County","State"
"37","North Carolina","NC","37171","Surry County","37171","Surry County, North Carolina","532.644446907802","71429","0","33549","168","28990","458","20576","1403","1620","323","6234","538","9103","747","8885","792","14701","200","14988","59","13373","798","1710","291","1431","317","12431","83","996","215","7755","527","636","189","1483","251","1091","346","29.3","2.0","4.9","1.0","21.5","1.8","18.0","1.5","12.6","1.1","20.6","0.3","21.0","0.1","19.0","1.2","5.9","1.0","2.1","0.5","17.4","0.1","2.9","0.6","23.1","1.6","2.2","0.7","5.1","0.9","1.5","0.5","0.6869","0.3131","0.3131","0.899","0.798","3.0101","0.6566","0.5253","0.5657","0.7576","0.3939","0.7677","3.0102","0.8687","0.2525","0.2525","0.2525","0.5657","0.697","0.5556","0.4747","0.3232","2.6162","0.6061","8.889","0.6768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70416","6282","555","2496","241","8217","0","456","62","148","71","38","7","1014","246","62","76","21.7","1.9","3.5","0.3","11.5","0.0","0.6","0.1","0.2","0.1","0.1","0.1","1.4","0.3","0.1","0.1","County","State"
"37","North Carolina","NC","37173","Swain County","37173","Swain County, North Carolina","527.728258404552","14130","0","8451","17","5684","250","4156","499","467","169","1048","229","1438","221","3334","333","2706","45","3196","77","2493","277","462","128","62","93","5716","31","15","27","2016","273","267","140","504","158","333","11","30.0","3.6","7.5","2.7","18.4","3.9","14.9","2.3","24.0","2.4","19.2","0.3","22.6","0.5","17.9","2.0","8.2","2.2","0.5","0.7","40.5","0.2","0.2","0.3","23.9","3.2","4.7","2.5","8.9","2.7","2.4","0.1","0.7374","0.8485","0.0606","0.7172","1.0","3.3637","0.8081","0.4343","0.7879","0.6263","0.8283","0.1414","2.8182","0.7778","0.6465","0.6465","0.6465","0.0303","0.7778","0.9899","0.8788","0.5758","3.2526","0.8788","10.081","0.8182","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","18684","1447","228","169","88","973","0","74","75","3949","200","0","21","546","202","5","10","25.5","3.9","1.2","0.6","6.9","0.0","0.5","0.5","27.9","1.4","0.0","0.3","3.9","1.4","0.0","0.1","County","State"
"37","North Carolina","NC","37175","Transylvania County","37175","Transylvania County, North Carolina","378.358183074996","33131","0","19072","53","14353","466","6607","893","589","203","3036","448","1591","318","4439","672","10273","84","5125","0","4856","645","815","218","192","137","3376","107","526","218","2669","379","365","140","655","231","1199","54","20.5","2.8","4.0","1.4","21.2","3.0","6.2","1.2","13.6","2.1","31.0","0.3","15.5","0.0","14.9","2.0","5.7","1.5","0.6","0.4","10.2","0.3","2.8","1.1","14.0","2.0","2.6","1.0","4.6","1.6","3.6","0.2","0.202","0.1313","0.2424","0.0202","0.8485","1.4444","0.1515","0.9697","0.0404","0.2626","0.3636","0.1717","1.808","0.1212","0.0808","0.0808","0.0808","0.5455","0.2626","0.7374","0.3636","0.7475","2.6566","0.6364","5.9898","0.2525","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","29998","1985","354","1430","172","1148","0","18","28","62","37","0","29","638","174","80","94","13.8","2.3","4.3","0.5","3.5","0.0","0.1","0.1","0.2","0.1","0.0","0.1","1.9","0.5","0.2","0.3","County","State"
"37","North Carolina","NC","37177","Tyrrell County","37177","Tyrrell County, North Carolina","390.77640950034","3389","0","1845","198","1351","149","692","209","48","46","359","117","576","124","335","129","760","167","579","151","542","153","77","55","54","63","1454","264","0","19","565","132","18","25","103","66","671","48","25.7","7.7","3.9","3.8","26.6","8.1","22.7","5.5","12.3","4.7","22.4","4.9","17.1","4.5","19.9","5.6","5.7","4.0","1.7","2.0","42.9","7.8","0.0","1.0","30.6","6.7","1.3","1.8","7.6","4.6","19.8","1.4","0.5152","0.101","0.6768","0.9899","0.7475","3.0304","0.6768","0.6869","0.1111","0.8384","0.3636","0.6667","2.6667","0.6667","0.6869","0.6869","0.6869","0.0","0.9192","0.1616","0.798","1.0","2.8788","0.7273","9.2628","0.7273","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","2","3","3074","332","92","1111","264","291","185","12","23","0","14","0","14","40","40","0","14","24.6","6.2","32.8","7.8","8.6","5.5","0.4","0.7","0.0","1.2","0.0","1.2","1.2","1.2","0.0","1.2","County","State"
"37","North Carolina","NC","37179","Union County","37179","Union County, North Carolina","632.736684596626","240109","0","84798","137","80271","513","30235","2453","5385","778","14366","967","14772","961","21138","1467","31439","36","62486","19","22081","993","4107","470","5907","749","72835","503","1498","314","4256","441","1927","350","2205","391","2526","95","12.8","1.0","4.3","0.6","17.9","1.2","9.6","0.6","8.8","0.6","13.1","0.1","26.0","0.1","9.2","0.4","5.2","0.6","2.6","0.3","30.3","0.2","1.7","0.4","5.0","0.5","2.4","0.4","2.7","0.5","1.1","0.0","0.0","0.1616","0.0202","0.2323","0.1212","0.5353","0.0","0.0505","0.9899","0.0303","0.2727","0.8586","2.202","0.2424","0.4747","0.4747","0.4747","0.3232","0.0707","0.6162","0.0505","0.1919","1.2525","0.0303","4.4645","0.0303","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","188271","5497","610","26629","712","28320","0","9115","289","341","113","31","25","7389","863","1010","381","6.8","0.8","11.1","0.3","11.8","0.0","3.8","0.1","0.1","0.1","0.0","0.1","3.1","0.4","0.4","0.2","County","State"
"37","North Carolina","NC","37181","Vance County","37181","Vance County, North Carolina","252.395449217062","42492","0","19392","29","16123","432","12929","1399","1360","340","4771","536","4416","504","5258","758","7934","86","10088","106","7720","753","1771","340","571","203","26259","85","404","148","4538","452","318","147","1258","322","664","16","30.8","3.3","7.0","1.8","29.6","3.2","15.3","1.8","12.5","1.8","18.7","0.2","23.7","0.3","18.3","1.8","11.0","2.1","1.4","0.5","61.8","0.2","2.0","0.8","23.4","2.3","2.0","0.9","7.8","2.0","1.6","0.0","0.7778","0.8182","0.8687","0.7475","0.7778","3.99","0.9192","0.3737","0.8788","0.697","0.9798","0.5253","3.4546","0.9697","0.9293","0.9293","0.9293","0.3737","0.7374","0.4747","0.8081","0.3838","2.7777","0.6667","11.1516","0.9293","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","2","41188","3169","464","20735","440","3619","0","391","71","60","37","0","29","1454","467","0","29","19.7","2.8","48.8","1.0","8.5","0.0","0.9","0.2","0.1","0.1","0.0","0.1","3.4","1.1","0.0","0.1","County","State"
"37","North Carolina","NC","37183","Wake County","37183","Wake County, North Carolina","834.611238467344","1132103","0","466760","149","430497","1949","153792","5684","26216","1788","100294","2930","46114","2211","93363","3329","138567","16","264406","38","99399","2702","26258","1531","26256","1931","472397","1306","87373","2390","12462","1127","8299","872","17022","1005","21304","199","13.9","0.5","4.2","0.3","23.3","0.7","6.0","0.3","8.3","0.3","12.2","0.1","23.4","0.1","8.8","0.2","6.1","0.4","2.5","0.2","41.7","0.1","18.7","0.5","2.7","0.2","2.0","0.2","4.0","0.2","1.9","0.0","0.0404","0.1515","0.4545","0.0101","0.0606","0.7171","0.0202","0.0303","0.8586","0.0202","0.4343","0.8384","2.1818","0.2323","0.6667","0.6667","0.6667","0.9798","0.0303","0.4747","0.2121","0.4848","2.1817","0.3434","5.7473","0.1616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1231095","24816","1497","217800","1813","117995","0","88873","1040","1929","330","354","81","39889","2406","5557","1123","5.8","0.4","19.2","0.2","10.4","0.0","7.9","0.1","0.2","0.1","0.0","0.1","3.5","0.2","0.5","0.1","County","State"
